ST_LABEL,L_ZIP,R_ZIP
LIBERTY AV,,11208
77 ST,11228,11228
120 AV,11411,11411
PARK AV,10171,10171
NOSTRAND AV,11216,11216
11 ST,11106,11106
LINCOLN TUN BUS EXIT,10018,10018
179 ST,11432,11432
PUTNAM AVE,11238,11238
FLATLANDS AV,11208,11208
E 167 ST,10456,10456
ELVIN ST,10314,10314
GREENWICH ST,10013,10013
31 AV,11106,11106
244 ST,11422,11422
53 AV,11364,11364
OAKDALE ST,10312,10312
JORDAN CT,11360,11360
BROOKLYN QUEENS EXPY W,11377,11377
MALDEN PL,10306,10306
27 AV,11360,11360
147 DR,11422,11422
E 79 ST,10075,10075
HILLSIDE AV,11426,11426
POWELL ST,10312,10312
W 3 RD,11693,11693
OLYMPIA BLVD,10306,10306
BROOKLYN BRIDGE PED AND BIKE PTH,10002,10002
W 51 ST,10019,10019
74 ST,11209,11209
ROCKLAND AV,10314,10314
MARION AV,10458,10458
CASWELL AV,10314,10314
E BROADWAY,10002,10002
VULCAN ST,10305,10305
BOWERY,10002,10002
123 ST,11354,11354
CALYER ST,11222,11222
FLUSHING AV,11205,11205
121 AV,11412,11412
WHITESTONE EXPY,11357,11357
BROADWAY,11372,11372
ALLEY,11378,11378
VAN WYCK EXPY,11435,11419
221 ST,11428,11428
LUCAS ST,11413,11413
HUGUENOT AV,10312,10312
ONDERDONK AV,11385,11385
PEDESTRIAN AND BIKE PATH LINK,11368,11368
DAHLGREN PL,11228,11228
EMPIRE AV,11691,11691
HENRY HUDSON PARKWAY ET 15 NB,10033,10033
159 ST,11434,11434
UNION TP,11040,11040
18 AV,11356,11356
ALLEY,11372,11372
JACKSON AVE,11101,11101
BRUCKNER EXWY,10465,10465
ALLEY,10021,10021
234 ST,11422,11422
GRAND AV,11238,11238
80 ST,11373,11373
BLAKE AV,11208,11208
1 AV,10022,10022
UNNAMED ST,11420,11420
OGDEN AV,10452,10452
HAVEN AV,10032,10032
MEADOW OVAL PATH,11355,11355
FRANKLIN D ROOSEVELT DRIVE,10002,10002
COLLEGE PT BLVD,11355,11355
28 ST,11105,11105
43 AV,11101,11101
HALSEY ST,11233,11233
COLLEGE OF STATEN ISLAND DVWY,10314,10314
BOYCE AV,10306,10306
METCALF AV,10472,10472
GREENWAY N,11375,11375
FRANKLIN D ROOSEVELT DRIVE,10009,10009
DYCKMAN HOUSES-10 AVE PED OPAS,10034,10034
KYLE CT,10312,10312
87 AV,11421,11421
CROES AV,10472,10472
CORNELL PL,10304,10304
GATES PL,10467,10467
ALLEY,11375,11375
CHANDLER ST,11691,11691
SHORE RD,11359,11359
GRAHAM AV,11206,11206
MANCHESTER DR,10312,10312
MANHATTAN BR,10002,10002
MAJOR DEEGAN EXWY,10468,10468
BLOOMINGDALE RD,10309,10309
QUEENS MIDTOWN TUN,11101,11101
BK BR EXIT RP,10038,10038
CROTONA PKWY,10460,10460
VAN WYCK EXPY,11436,11420
HHP NB EN W 246 ST,10471,10471
ALLEY,11417,11417
MARSDEN ST,11434,11434
ALLEY,11697,11697
WESTMINSTER CT,10304,10304
WILSON AV,11237,11237
KISSENA BLVD,11355,11355
229 ST,11413,11413
38 AV,11377,11377
RIKERS ISLAND ACCESS RD,11370,11370
E 111 ST,10029,10029
SENECA AV,10474,10474
63 DR,11374,11374
STANLEY AV,11208,11208
BEDFORD AV,11211,11249
FRANKLIN D ROOSEVELT DRIVE,10016,10016
PORT IMPERIAL-WALL ST FERRY RTE,,
68 AV,11385,11385
HAWTREE CREEK RD,11420,11420
2 AV,10003,10003
ONDERDONK AV,11385,11385
116 AV,11412,11412
BEACH 148 ST,11694,11694
CULLMAN AV,11362,11362
MIDDLEMAY CIR,11375,11375
RALPH AV,11221,11221
69 AV,11364,11364
3 AVE BRIDGE,10035,10035
FENTON AV,10469,10469
SIGMA PL,10471,10471
ALLEY,11238,11238
81 ST,11417,11417
EDISON AV,10461,10461
LAMOKA AV,10312,10312
LAFAYETTE ST,10307,10307
UNNAMED ST,11370,11370
11 AVE,10011,10011
E 180 ST,10457,10457
QUINCY AV,10305,10305
GARFIELD ST,10460,10460
NET SB EN E GUN HILL RD,10469,10469
CYPRESS HILLS ST,11385,11385
HARLEM RIVER DR,10037,10037
BUTLER PL,10462,10462
MDE NB EN VAN CORTLANDT PARK S,10471,10471
ARLINGTON PL,10303,10303
MOSHOLU PKWY,,
63 DR,11374,11374
73 ST,11378,11378
HYLAN BLVD,10306,10306
RIDGEDALE ST,11413,11413
RADNOR RD,11423,11423
STERLING DR,11209,11209
108 ST,11375,11375
UNION AV,10459,10459
W SHORE EXPRESSWAY EXIT 1 SB,10309,10309
113 AV,11412,11412
PEDESTRIAN PATH,11367,11367
CLARKE AVE,10306,10306
METROPOLITAN OVAL,10462,10462
MARSDEN ST,11434,11434
E 14 ST,11235,11235
BEACH 69 ST,11692,11692
ROGERS AV,11216,11216
MEMORIAL DR,11385,11385
56 ST,11219,11219
MAJOR DEEGAN EXPWY ET 5 SB,10451,10451
16 RD,11357,11357
STATEN ISLAND EXPWY ET 15 N WB,10305,10305
EUCLID AV,11208,11208
FOREST PARK DR,11385,11385
HARLEM RIVER DRIVE GREENWAY,10037,10037
E 20 ST,10009,10009
STARLING AV,10462,10462
BORDEN AV,11101,11101
E 43 ST,11203,11203
243 ST,11422,11422
75 AV,11385,11385
W SHORE EXWY,10309,10309
BAYONNE BR APPR,10302,10302
AV T,11223,11223
92 ST,11414,11414
43 AV,11358,11358
NEWPORT AV,11694,11694
BROOKLYN QUEENS EXPY,11222,11222
116 AV,11436,11436
84 ST,11417,11417
ABINGDON RD,11415,11415
FARRAGUT RD,11236,11236
161 AV,11414,11414
38 ST,11101,11101
CENTRAL AV,11221,11221
JOURNEAY ST,10303,10303
ALLEY,11373,11373
BATH AV,11214,11214
LONG ISLAND EXPWY ET 17 WB,11378,11378
JFK EXWY EXIT NB,11434,11434
THETFORD LA,11697,11697
MARNE PL,11433,11433
DRIVEWAY,11208,11208
63 ST,11204,11204
ADAM CLAYTON POWELL JR BOULEVARD,10039,10039
215 PL,11360,11360
CBE NB EN BLAIR AV,10465,10465
VAN BRUNT ST,11231,11231
EBBITTS ST,10306,10306
JAMAICA AV,11207,11207
50 AV,11377,11377
STATE ST,11217,11217
78 AV,11367,11367
WILLIAMSBURG BR PEDESTRIAN PTH,11249,11249
37 ST,11103,11103
KINGS HWY,11203,11203
AV M,11230,11230
EXETER ST,10308,10308
65 PL,11379,11379
BATH AV,11214,11214
INGRAHAM ST,11237,11237
BROOKLYN QUEENS EP ET 29 A EB,11201,11201
ELMHURST AV,11373,11373
HIGHLANDS-EAST MIDTOWN FERRY RTE,,
AVE OF THE AMERICAS,10014,10014
E 89 ST,11236,11236
ERICSON PL,10461,10461
124 ST,11419,11419
ALLEY,11104,11104
BELT PKWY,11411,11411
JACKSON AV,10455,10455
150 ST,11435,11435
9 ST,11106,11106
110 RD,11433,11433
AV V,11229,11229
EMMONS AV,11235,11235
UTAH WALK,11234,11234
DELMAR AV,10312,10312
CONNECTOR,11357,11357
HOLLIS CT BLVD,11428,11428
MALBA DR,11357,11357
SIE WB EN BRADLEY AV,10314,10314
SPRINGFIELD BLVD,11364,11364
PETTIT AV,11373,11373
NUGENT CT,10306,10306
43 AV,11101,11101
HAMILTON AVE,11231,11231
HENRY HUDSON PKWY W,10463,10463
YATES AV,10461,10461
METROPOLITAN AV,11237,11237
BEACH 141 ST,11694,11694
ALLEY,11204,11204
FULLER ST,10461,10461
MILTON AV,10306,10306
JFK TERMINAL 8 ENTRANCE,11430,11430
NORTHERN BOULEVARD BIKE PATH,11361,11361
E 52 ST,10022,10022
SECOR AV,10466,10466
164 ST,11432,11432
RUTLAND RD,11203,11203
BAY 23 ST,11214,11214
CENTRE MALL,11231,11231
HONE AV,10461,10461
W TREMONT AV,10453,10453
CRANFORD ST,11375,11375
E 65 ST,11234,11234
23 AV,11370,11370
RICHARDSON AV,10466,10466
150 AV,11420,11420
95 AV,11416,11416
OLMSTEAD AV,10472,10472
90 ST,11414,11414
GILDERSLEEVE AV,10473,10473
KINGSLAND AV,10469,10469
SPRINGFIELD BLVD,11429,11429
16 AVE,11105,11105
TROY AV,11213,11213
DITMAS AV,11226,11226
ALLEY,11360,11360
RAGAZZI LA,10305,10305
95 ST,11209,11209
112 ST,11375,11375
HARLEM RIVER DR,10032,10032
NELSON AV,10452,10452
203 ST,11412,11412
BRUCKNER EXPRESSWAY EXIT 47 WB,10454,10454
PEDESTRIAN PATH,10037,10037
MUNDY AV,10310,10310
QUEENS BLVD,11377,11377
BOOTH MEMORIAL AV,11355,11355
ALLEY,,
MORGAN AV,11237,11237
HEMPSTEAD AV,11429,11429
E 46 ST,11234,11234
BRADDOCK AV,11426,11426
PARK PL,11213,11213
BEVERLY RD,11363,11363
BOARDWALK,11691,11691
FT HAMILTON PKWY,11219,11219
RALEIGH ST,11417,11417
ATLANTIC AV,11207,11207
225 ST,,11429
GW BRIDGE BIKE AND PEDESTRIAN PATH,10032,10032
84 ST,11214,11214
INDEPENDENCE AV,10471,10471
39 AV,11368,11368
89 AV,11427,11427
FOUNTAIN OF THE FAIRS PROM S,11355,11355
PIERREPONT ST,11201,11201
145 RD,11413,11413
DITMARS ST,10464,10464
39 AV,11377,11377
95 AV,11416,11416
BOERUM PL,11201,11201
78 AV,11385,11385
140 AV,11434,11434
WESTCHESTER AV,10461,10461
BROADWAY,11207,11207
CROSS IS PKWY,11357,11357
MADISON AV,10017,10017
SHEPARD AVE,10465,10465
SEDGWICK AVE,10453,10452
BEACH 73 ST,11692,11692
197 ST,11366,11366
66 ST,11219,11219
W 33 ST,11224,11224
4 AV,11215,11215
MONTAUK AV,11208,11208
BERGEN PL,11220,11220
ZOO PATH,11359,11359
E 55 ST,11234,11234
HALSEY ST,11216,11216
3 AV,11209,11209
AUTUMN AV,11208,11208
60 ST,11385,11385
ALLEY,11228,11228
25 AV,11357,11357
UNNAMED ST,11355,11355
TRYON PL,11432,11432
WORTMAN AV,11207,11207
BAY PKWY,11214,11214
15 AV,11356,11356
CROSS BRONX EXWY,10457,10457
MANH BR APPR,11201,11201
FLATBUSH AV,11210,11210
BROOKLYN AV,11225,11225
FDR BOARDWALK,10305,10305
BROADWAY,11377,11377
SEDGWICK AV,10463,10463
111 AV,11429,11429
BALTIC ST,11217,11217
MORGAN AV,11222,11222
COURT ST,11231,11231
AV L,11230,11230
SUTTER AV,11420,11420
WESTCHESTER AV,10455,10455
FRONT ST,11201,11201
GRAND AV,11378,11378
TACOMA ST,10304,10304
BLOOMINGDALE RD,10309,10309
E 53 ST,11234,11234
EASTCHESTER RD,10469,10469
BRUCKNER BLVD,10472,10473
GLEN OAKS SCHOOL CAMPUS DY,11426,11426
EINSTEIN LOOP E,10475,10475
SAYRES AV,11433,11433
60 ST,11377,11377
E GUN HILL RD,10469,10469
128 ST,11356,11356
BAY 34 ST,11214,11214
CHESTNUT AV,11230,11230
214 ST,11361,11361
59 AV,11378,11378
LYMAN ST,11427,11427
BELT PARKWAY EXIT 23 EB,11413,11413
20 AV,11357,11357
ALLEY,10461,10461
NORTHERN BLVD,11368,11368
HILLSIDE AV,11427,11427
FRESH POND RD,11385,11385
135 ST,11418,11418
BRIELLE AV,10314,10314
COLUMBUS AV,10024,10024
FRANKLIN AV,10301,10301
CROSS IS PKWY,11429,11429
HAZEL CT,11229,11229
188 ST,11423,11423
MAIN ST,11355,11355
LEONARD AV,10314,10314
HRD ET 24 NB GWB EN,10033,10033
SIMONSON AV,10303,10303
132 AV,11434,11434
193 ST,11423,11423
UPLAND PKWY,11432,11432
AUSTIN ST,11415,11415
LONG ISLAND EXPY,11378,11378
ANDROVETTE AV,10312,10312
128 ST,11356,11356
MARINE PY-GIL HODGES BRIDGE APPR,11694,11694
AV S,11229,11229
SI EXWY EN EB,10305,10305
SCHURZ AV,10465,10465
85 ST,11214,11214
32 AV,11369,11369
69 ST,11378,11378
REEDER ST,10465,10465
HILLSIDE AV,11418,11418
CRONSTON AV,11694,11694
COLUMBIA HTS,11201,11201
GRANDVIEW TER,11691,11691
RING PL,11434,11434
DELAFIELD AV,10471,10471
SEIGEL ST,11206,11206
GOWANUS EXPRESSWAY EXIT 24 EB,11215,11215
ALLEY,11377,11377
GREENPOINT AV,11222,11222
E 172 ST,10460,10460
ALLEY,11411,11411
91 ST,11414,11414
STAFFORD AV,10312,10312
FAIRBURY AV,11428,11428
37 AV,11101,11101
MEADOW LAKE RD E,11355,11355
RIKERS IS BR APPR,11370,11370
ROBERTS AV PEDESTRIAN OPAS,10465,10465
WINCHESTER BLVD,11428,11428
DOUGLAS AV,10310,10310
JAMAICA AV,11428,11428
CRESTON AV,10453,10453
137 AV,11434,11434
OCEANA DR W,11235,11235
HENRY HUDSON PKWY E,10463,10463
FATHER CAPODANNO BOULEVARD,10305,10305
BRADLEY AV,10314,10314
WINANT PL,10309,10309
MARINE PKWY,11234,11234
NEW LOTS AV,11207,11207
BOTANICAL GRDN BR,11355,11355
WASHINGTON BR,10452,10452
HRD SB EN E 142 ST,10037,10037
THROGGS NECK HOUSES PED PATH,10465,10465
CYPRESS HILLS ST,11385,11385
MAIN ST,10307,10307
ARTHUR AV,10457,10457
PAERDEGAT 6 ST,11236,11236
28 AV,11354,11354
71 AV,11375,11375
BQE,11377,11377
BEP EB EN CROSS BAY BLVD NB,11414,11414
WILLOW RD E,10314,10314
84 ST,11385,11385
LUTEN AV,10312,10312
HANCOCK ST,10305,10305
6 ST,11251,11251
51 ST,11219,11219
GRAND CENTRAL PKWY EXIT 9 EB,11368,11368
SURREY PL,11432,11432
MASPETH AV,11378,11378
COVERLY ST,10306,10306
ALLEY,11697,11697
ALLEY,11234,11234
CRESTON AV,10453,10453
NEWHALL AV,11422,11422
KANE PL,11233,11233
60 LA,11385,11385
PROSPECT AV,10457,10457
HILBURN AV,11412,11412
BROOKLYN BRIDGE PED AND BIKE PTH,10002,10002
CYPRESS HILLS ST,11385,11385
50 ST,11377,11377
WIELAND AV,10309,10309
FRONT ST,11201,11201
RIVER AV,10451,10451
YACHT CLUB COVE,10308,10308
BALDWIN ST,10470,
W 127 ST,10027,10027
STANHOPE ST,11237,11237
PARK LA S,11385,11418
ALLEY,,
EASTERN PKWY,11225,11225
HAROLD ST,10314,10314
S 8 ST,11211,11211
SCHERVIER NURSING CARE CTR DVWY,10463,10463
WESTMINSTER CT,10304,10304
CROSS BRONX EXWY,10457,10457
56 RD,11364,11364
ALLEY,11234,11234
SEYMOUR AV,10469,10469
DAHILL RD,11218,11218
DOUGLAS RD,11363,11363
LIC GREENWAY,11101,11101
W 23 ST,10011,10011
MAJOR DEEGAN EXWY,10451,10451
RALPH AV,11236,11236
HUXLEY AV,10471,10471
107 ST,11418,11418
HINTON ST,10312,10312
180 ST,11434,11434
MIDWOOD ST,11203,11203
ALLEY,,
E 13 ST,11229,11229
KINGSLAND AV,11222,11222
QUEENS BLVD,11101,11101
70 AV,11385,11385
RECTOR ST,10006,10006
WOLFES POND PARK PATH,10312,10312
UNION TP,11004,11004
PEDESTRIAN OPAS,11430,11430
WILSON ST,11249,11249
HAZEN ST,11370,11370
231 ST,11413,11413
BORINQUEN PL,11211,11211
MORRIS PARK AV,10462,10462
228 ST,11413,11413
GRAND CENTRAL PKWY,11368,11368
DONGAN ST,10310,10310
88 AV,11432,11432
HUGH L CAREY TUNNEL APPROACH,10006,10006
E 78 ST,11236,11236
70 ST,11377,11377
BARCLAY ST,10007,10007
HORACE HARDING EXPY,11364,11364
HICKS ST,11231,11231
FT HAMILTON PKWY,11228,11228
ALLEY,11432,11432
MADISON ST,10038,10038
ELMHURST AV,11373,11373
OTTAVIO PROM,10307,10307
PARK AV,10022,10022
RANDALLS ISLAND GREENWAY,10035,10035
MACOMBS RD,10452,10452
ELDERT LA,,11208
BRUCKNER BLVD,10465,10465
MERIDIAN RD,11355,11355
PIERCE AV,10462,10462
MIDLAND AV,10306,10306
SHORE BLVD,11235,11235
BCH 65 ST,11692,11692
MORRIS AV,10456,10456
HEADQUARTERS RD,10305,10305
80 ST,11209,11209
MOUNTAINVIEW AV,10314,10314
E 177 ST,10460,10460
LINDBERGH AV,10306,10306
CYPRESS AV,11385,11385
DRIVEWAY,10309,10309
134 ST,11420,11420
REISS LA,10304,10304
CORPORAL KENNEDY ST,11360,11360
THROOP AV,10469,10469
AV Y,11235,11235
ALLEY,11697,11697
149 DR,11422,11422
COLLIER AV,11691,11691
E 53 ST,10022,10022
161 AV,11414,11414
AV O,11230,11230
BEACH 210 ST,11697,11697
43 AV,11104,11104
PARK AV,10035,10035
VERRAZZANO BRIDGE APPROACH,10305,10305
31 DR PEDESTRIAN OPAS,11369,11369
HIGHLAND PARK PATH,11385,11385
BELT PKWY,11234,11234
ST PETERS AVENUE,10461,10461
BRUCKNER BLVD,10473,10473
VAN SINDEREN AV,11207,11207
82 AV,11040,11040
197 ST,11423,11423
THROOP AV,11206,11206
58 ST,11377,11377
CORONA AV,11368,11368
BROADWAY,11221,11221
FLAGG PL,10304,10304
68 ST,11220,11220
TARRYTOWN AV,10306,10306
VERRAZZANO BRIDGE,11220,11220
CLARK ST,11201,11201
PARK HILL AV,10304,10304
VAN PELT AV,10303,10303
120 ST,11419,11419
CROSS BAY BLVD,11417,11417
ARGYLE RD,11218,11218
CARROLL ST,11215,11215
58 ST,11219,11219
UNNAMED ST,10474,10474
E TREMONT AV,10460,10460
GOWANUS EXWY,11220,11220
LONGWOOD AV,10474,10474
20 AV,11105,11105
CLEARVIEW EXWY NB EN NORTHERN BL,11360,11360
GREENE AV,11238,11238
HARLEM RIVER DRIVE EXIT 18 NB,10035,10035
RALPH AV,11234,11234
UNION TP,11040,11040
GLEN ST,10314,10314
37 RD,11372,11372
SHAKESPEARE AV,10452,10452
GENERAL LEE AVE,11209,11209
FIELDSTON RD,10471,10471
E 34 ST,11234,11234
HOLLYWOOD AV,11363,11363
TIEMANN AV,10469,10469
MCGUINNESS BOULEVARD,11222,11222
PEARL ST,10007,10007
VAN CORTLANDT AV W,10463,10463
CARPENTER AV,10466,10466
LINDEN BLVD,11212,11212
UNION AV,11206,11206
BIJOU AV,11229,11229
KOUWENHOVEN LA,11235,11235
G WASHINGTON BR,10033,10033
CONEY ISLAND AVE,11218,11218
PEDESTRIAN AND BIKE PATH LINK,11693,11693
ADMINISTRATION HILL,10471,10471
ALLEY,11229,11229
CBE SB EN HRP,10465,10465
CROSS BRONX EXWY,10452,10452
CORNELL LA,11363,11363
222 ST,11429,11429
MILBANK RD,10306,10306
123 AV,11436,11436
PEDESTRIAN PATH,10027,10027
NEW ENGLAND THRUWAY,10475,10475
DOGWOOD DR,10312,10312
38 AV,11101,11101
RICHMOND AV,10314,10314
WEEKS AV,10457,10457
15 AV,11219,11219
51 ST,11232,11232
NEREID AV,10470,10470
GREENWAY N,11375,11375
SOUTHERN BLVD,10455,10455
NAT CT,11433,11433
58 AV,11364,11364
CORNAGA AV,11691,11691
130 ST,11430,11430
AV H,11210,11210
NEW LOTS AV,11208,11208
OLD FULTON ST,11201,11201
E 174 ST BR,10460,10460
BRADLEY AV,11101,11101
LINDEN BLVD,11434,11434
196 ST,11412,11412
79 ST,11414,11414
207 STREET,11364,11364
HURLEY CT,11691,11691
DEKALB AVENUE,11216,11216
E 92 ST,11236,11236
EDENWALD HOUSES PEDESTRIAN PATH,10466,10466
121 ST,11418,11418
HINSDALE ST,11207,11207
196 ST,11358,11358
ALLEY,11412,11412
CHARLES GAY LP,10035,10035
PAULDING AV,10469,10469
NORTHERN BLVD,11368,11368
JUNO ST,11375,11375
W 21 ST,11214,11214
CRYDERS LA,11357,11357
LAURELTON PKWY,11422,11422
AV S,11223,11223
SHERADEN AV,10314,10314
G WASHINGTON BR,10033,10033
ALLERTON AV,10469,10469
ASHLEY LA,10309,10309
214 PL,11361,11361
E 171 ST,10457,10457
E 134 ST,10454,10454
ELIZABETH PL,11201,11201
RIVERDALE AV,10471,10471
64 ST,11378,11378
BX RIVER PKWY EXIT NB,10472,10472
BEACH 34 ST,11691,11691
ALLEY,11236,11236
KOREAN WAR VETS PKWY,10312,10312
KINGS HWY,11212,11212
CROSS BRONX EP SB ET 1A,10033,10033
BK BATTERY TUN EN HAMILTON AV,11231,11231
57 RD,11355,11355
COMMERCE AV,10462,10462
CLEVELAND AV,10308,10308
OCEAN AV,10305,10305
CENTER DR,11226,11226
FRANCIS LEWIS BLVD,11422,11422
120 AV,11434,11434
62 DR,11374,11374
ALLEY,11220,11220
MAJOR DEEGAN EXWY,10471,10471
51 AV,11373,11373
HUNTS POINT AVE,10474,10474
QUEENS BOTANICAL GARDEN PATH,11355,11355
180 ST,11366,11366
WILLIAMSBURG BRIDGE BIKE PTH,,
16 AV,11204,11204
BOND ST,11217,11217
FT HAMILTON PKWY,11219,11219
E 37 ST,10016,10016
CONCORD AV,10455,10455
CRYDERS LA,11357,11357
S CONDUIT AV,11420,11420
VICTORY BLVD,10314,10314
43 AV,11361,11361
LINCOLN TUNL APPROACH,10001,10001
CARLTON AV,11205,11205
METROPOLITAN AV,11211,11211
ALLEY,11361,11361
CAULDWELL AV,10455,10455
95 ST,11416,11416
218 ST,11429,11429
BROOKLYN QUEENS EXWY,11201,11201
WHITESTONE EXPY,11357,11357
PEDESTRIAN PATH,11364,11364
HESTER ST,10013,10013
GROTE ST,10457,10457
172 ST,11434,11434
VALENTINE AVE,10457,10457
71 AV,11375,11375
88 PL,11385,11385
GRAND CENTRAL PKWY,11103,11103
UNIONPORT RD,10462,10462
E 116 ST,10029,10029
PEDESTRIAN UPAS,10032,10032
ATLANTIC AV,11418,11418
HIGHLAND PARK PATH,11385,11385
CONNECTOR,11693,11693
NAVY PIER CT,10304,10304
SHERMAN AV,10040,10040
ALLEY,11228,11228
COVE LA,11234,11234
BELT PKWY,11220,11220
BEACH 133 ST,11694,11694
BROOKLYN BR,10038,10038
GRAND CONCOURSE,10457,10457
13 AV,11228,11228
UNISPHERE PROMENADE,11355,11355
60 RD,11379,11379
CONCORD AV,10454,10454
ALLEY,,
POTTER AV,10314,10314
159 ST,11358,11358
SHERIFF ST,10002,10002
GEORGE ST,11206,11206
BOSTON RD,10469,10469
CASTLETON AV,10301,10301
S CONDUIT AV,11434,11434
SPENCER AV,11427,11427
JEFFERSON ST,11206,11206
119 RD,11434,11434
7 AV,10019,10019
WEST ST,10014,10014
BELL BLVD,11364,11364
E 9 ST,10009,10009
BELT PARKWAY EXIT 3 WB,11209,11209
FLATBUSH AV,11210,11210
SAYRES AV,11433,11433
WILLIAMSBURG BR BIKE AND PED PTH,10002,10002
TILDEN AV,11203,11203
FOOTHILL AV,11423,11423
MANH BR APPR,11201,11201
GREAT KILLS RD,10308,10308
PARK DR,10464,10464
NANCY CT,10308,10308
WYCKOFF AV,11237,11237
AV Z,11214,11214
N GANNON AV,10314,10314
21 ST,11101,11101
PEDESTRIAN PATH,10035,10035
BUSSING PL,10466,10466
AV M,11236,11236
EDINBORO RD,10306,10306
LONG ISLAND EXPY,11378,11378
YONA AV,10314,10314
ALLEY,11370,11370
MACOMBS RD,10452,10452
HORACE HARDING EXPY,11368,11375
N CONDUIT AV,11414,11414
23 ST,11102,11102
JEFFERSON ST,11237,11237
12 ST EX,11215,11215
AMSTERDAM AV,10024,10024
SEDGWICK HOUSES PEDESTRIAN PATH,10453,10453
CENTER MARKET ST,11236,11236
HENLEY RD,11432,11432
AV L,11234,11234
E 40 ST,11210,11210
E 104 ST,11236,11236
LAKE PL,11223,11223
NORTHERN BLVD,11362,11362
21 RD,11357,11357
BRIGHTON 6 ST,11235,11235
BLOOMINGDALE RD,10309,10309
CORONA AV,10306,10306
224 ST,11413,11413
HORACE HARDING EXPY,11362,11362
NASSAU AV,11222,11222
PARK DRIVE GREENWAY,10464,10464
W 118 ST,10026,10026
DOUGLAS RD,11360,11360
PROSPECT ST,11201,11201
BEVERLEY ROAD,11226,11226
BQE EB EN HAMILTON AV SB,11231,11231
175 ST,11432,11432
ALONZO RD,11691,11691
ALLEY,11372,11372
MIDDLETOWN RD,10465,10465
W 115 ST,10026,10026
MARATHON PKWY,11362,11362
SHORE PKWY,11235,11235
ALLEY,,
JFK TERMINAL 1 ACCESS ROAD,11430,11430
LINDEN BLVD,11420,11420
ALBANY AV,11213,11213
CHARLECOTE RDGE,11432,11432
211 ST,11428,11428
SHEEPSHEAD BAY RD,11224,11224
PLATT ST,10038,10038
MITCHEL HOUSES PEDESTRIAN PATH,10454,10454
W 31 ST,10001,10001
HICKORY AV,10305,10305
98 ST,11369,11369
247 ST,11363,11363
CRYSTAL AV,10302,10302
HUDSON RIVER GREENWAY,10013,10013
UNNAMED ST,10471,10471
KOSCIUSZKO BRG,11378,11378
23 AV,11105,11105
JAMAICA AV,11421,11421
53 DR,11378,11378
BRUCKNER BLVD,10473,10473
17 ST,11215,11215
STATE ST,10310,10310
E 207 ST,10467,10467
JACKIE ROBINSON PKWY EXIT 8 EB,11367,11367
SHALE ST,11235,11235
45 AV,11101,11101
37 ST,11232,11232
BELT PKWY,11235,11235
JAMAICA AV,11423,11423
VAN DUZER ST,10304,10304
BEACH 8 ST,11691,11691
169 ST,11434,11434
3 AV,10458,10458
OCEAN PR,11694,11694
NORTHERN BLVD,11354,11354
MDE SB EXIT 2,10454,10454
DRURY AV,10305,10305
57 DR,11378,11378
PROSPECT AV,10301,10301
ALLEY,11434,11434
164 ST,11365,11365
HILLYER ST,11373,11373
WATT AV,10465,10465
ORIENTAL BLVD,11235,11235
WYCKOFF AV,11237,11237
86 AV,11426,11426
FLATBUSH AV,11210,11210
W 246 ST,10471,10471
PAGE AV,10307,10307
UNION TP,11427,11427
HIGH LINE,10001,10001
80 ST,11370,11370
E 161 ST,10451,10452
PORT LIBERTE-WALL ST FERRY RTE,,
E 73 ST,11234,11234
MITSUBISHI RIVER WALK,10462,10462
MEDFORD RD,10304,10304
ARTHUR KILL RD,10308,10308
PUGSLEY CREEK GREENWAY,10473,10473
HIGHLANDS-MIDTOWN EAST FERRY RTE,,
E 112 ST,10029,10029
PEDESTRIAN PATH,10465,10465
JEROME AV,10453,10453
STERLING PL,11217,11217
FREEBORN ST,10306,10306
FRANCIS LEWIS BLVD,11411,11411
DITMARS BLVD,11105,11105
JFK EXPRESSWAY ENTRANCE NB,11430,11430
DRIVEWAY,10309,10309
NOSTRAND AV,11229,11229
10 AV,10014,10014
STUYVESANT AV,11233,11233
BAY RIDGE AV,11220,11220
AMSTERDAM PL,10314,10314
NEW UTRECHT AV,11219,11219
38 ST,11218,11218
190 ST,11412,11412
MYRTLE AV,11205,11205
GILES PL,10304,10304
E 213 ST,10467,10467
ALLEY,11101,11101
SUTTER AV,11417,11417
ROCKAWAY FWY,11691,11691
HILLSIDE AV,11432,11432
BROOKLYN AV,11203,11203
OAK TREE PL,10457,10457
CARROLL ST,11215,11215
LOUIS ST,10304,10304
BUSSING AV,10466,10466
69 AV,11375,11375
LIVINGSTON AV,10471,10471
GATES AV,11237,11237
CROTONA PARK E,10460,10460
MC LAUGHLIN ST,10305,10305
BEACH 216 ST,11697,11697
HOWARD AV,11233,11233
E 7 ST,10003,10003
195 ST,11365,11365
MONROE AV,10457,10457
RFK BR QUEENS PED AND BIKE PATH,11102,11102
W 12 ST,11224,11224
CROSS IS PKWY,11357,11357
ALLEY,11229,11229
E 19 ST,11235,11235
W 28 ST,10001,10001
E 138 ST,10454,10454
134 RD,11413,11413
GRAND CONCOURSE,10451,10451
ROCKAWAY BLVD,11420,11420
CORNISH ST,10308,10308
ALSTYNE AV,11373,11373
REDFERN AV,11691,11691
7 AV,11220,11220
184 ST,11365,11365
CAMBRELENG AV,10458,10458
59 ST,11378,11378
W 162 ST,10032,10032
RODMANS NECK PATH,10464,10464
